runid,topic,ERR-IA@5,ERR-IA@10,ERR-IA@20,nERR-IA@5,nERR-IA@10,nERR-IA@20,alpha-DCG@5,alpha-DCG@10,alpha-DCG@20,alpha-nDCG@5,alpha-nDCG@10,alpha-nDCG@20,NRBP,nNRBP,MAP-IA,P-IA@5,P-IA@10,P-IA@20,strec@5,strec@10,strec@20
indri,76,0.442511,0.478719,0.488074,0.527502,0.563109,0.573231,0.434394,0.512146,0.539146,0.499872,0.573842,0.601442,0.443619,0.539325,0.043766,0.250000,0.250000,0.187500,0.500000,0.750000,0.750000
indri,77,0.245083,0.286122,0.289308,0.305228,0.348931,0.351470,0.267390,0.363009,0.373275,0.322627,0.419762,0.426859,0.219423,0.279482,0.037331,0.150000,0.225000,0.125000,0.500000,0.750000,0.750000
indri,78,0.121029,0.144096,0.162575,0.136635,0.160989,0.181241,0.109759,0.160692,0.217503,0.121757,0.174447,0.234597,0.127258,0.144786,0.007011,0.033333,0.050000,0.041667,0.166667,0.333333,0.666667
indri,79,0.226929,0.225448,0.225421,0.377834,0.365339,0.363817,0.216576,0.213685,0.213612,0.341222,0.319081,0.315405,0.234375,0.402299,0.005618,0.100000,0.050000,0.025000,0.250000,0.250000,0.250000
indri,80,0.451336,0.474753,0.494945,0.460628,0.481381,0.501319,0.466526,0.517518,0.586581,0.479689,0.524628,0.592701,0.459750,0.466694,0.036664,0.333333,0.266667,0.266667,0.666667,0.666667,1.000000
indri,81,0.332829,0.365011,0.380568,0.333839,0.365627,0.381089,0.361330,0.428702,0.482120,0.363258,0.429647,0.482713,0.300800,0.301066,0.024005,0.200000,0.133333,0.116667,0.666667,1.000000,1.000000
indri,82,0.363086,0.377894,0.385774,0.490463,0.495488,0.503608,0.358019,0.389337,0.413804,0.460754,0.472156,0.495744,0.377014,0.527820,0.025844,0.133333,0.100000,0.100000,0.666667,0.666667,0.666667
indri,83,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
indri,84,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.310132,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
indri,85,0.363086,0.360717,0.371945,0.457579,0.446033,0.458507,0.329277,0.324882,0.364497,0.402996,0.382384,0.425253,0.375006,0.483287,0.014043,0.100000,0.050000,0.037500,0.500000,0.500000,0.750000
indri,86,0.726172,0.795581,0.801788,0.726172,0.795581,0.801788,0.658554,0.824629,0.844536,0.658554,0.824629,0.844536,0.753860,0.753860,0.200455,0.200000,0.400000,0.450000,1.000000,1.000000,1.000000
indri,87,0.114977,0.151453,0.158188,0.186503,0.233207,0.241186,0.177856,0.253434,0.275324,0.269317,0.346851,0.367136,0.069065,0.116677,0.033503,0.150000,0.175000,0.112500,0.500000,0.750000,0.750000
indri,88,0.278366,0.302315,0.307481,0.285050,0.308350,0.313512,0.340692,0.387636,0.403497,0.348858,0.393668,0.409360,0.265886,0.273492,0.012997,0.200000,0.166667,0.108333,0.833333,0.833333,0.833333
indri,89,0.133132,0.178378,0.187538,0.149915,0.198724,0.208603,0.159731,0.262862,0.296906,0.176554,0.284203,0.319536,0.132122,0.150057,0.023322,0.100000,0.216667,0.183333,0.333333,0.500000,0.666667
indri,90,0.000000,0.055109,0.064329,0.000000,0.072259,0.083982,0.000000,0.111313,0.138486,0.000000,0.134991,0.165937,0.008860,0.012404,0.020845,0.000000,0.066667,0.100000,0.000000,0.333333,0.333333
indri,91,0.000000,0.030060,0.030056,0.000000,0.037727,0.037611,0.000000,0.068326,0.068302,0.000000,0.080197,0.079500,0.001953,0.002564,0.004019,0.000000,0.033333,0.016667,0.000000,0.333333,0.333333
indri,92,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
indri,93,0.193646,0.208915,0.217377,0.352423,0.363213,0.370406,0.197566,0.228323,0.259398,0.327555,0.346733,0.372828,0.190139,0.366270,0.030234,0.080000,0.080000,0.050000,0.400000,0.400000,0.600000
indri,94,0.193646,0.192382,0.207989,0.583942,0.511610,0.534357,0.189725,0.187192,0.237022,0.488548,0.384533,0.449323,0.196948,0.667092,0.012382,0.120000,0.060000,0.050000,0.200000,0.200000,0.400000
indri,96,0.078669,0.088229,0.105137,0.141689,0.148368,0.172841,0.114165,0.135225,0.182330,0.195900,0.202502,0.256528,0.053765,0.099878,0.010717,0.100000,0.125000,0.100000,0.250000,0.250000,0.500000
indri,97,0.294503,0.297591,0.320299,0.294503,0.297591,0.320299,0.295628,0.301325,0.364862,0.295628,0.301325,0.364862,0.286377,0.286377,0.022538,0.200000,0.133333,0.100000,0.333333,0.333333,0.666667
indri,98,0.539788,0.560785,0.569166,0.624213,0.640031,0.648533,0.523899,0.568357,0.594573,0.592021,0.625162,0.650947,0.549065,0.641916,0.034271,0.280000,0.200000,0.130000,0.600000,0.800000,0.800000
indri,99,0.145234,0.168144,0.168124,0.239401,0.263339,0.260119,0.152220,0.202585,0.202516,0.233593,0.281290,0.271910,0.135010,0.233429,0.007737,0.066667,0.066667,0.033333,0.333333,0.500000,0.500000
indri,101,0.635401,0.649769,0.661661,0.664032,0.673613,0.685754,0.607593,0.637121,0.675633,0.638199,0.657853,0.697067,0.647434,0.678102,0.143161,0.300000,0.350000,0.362500,0.750000,0.750000,0.750000
indri,102,0.724962,0.725867,0.728592,0.724962,0.725867,0.728600,0.803366,0.805453,0.814380,0.803366,0.805453,0.814398,0.697638,0.697638,0.405912,0.840000,0.520000,0.420000,1.000000,1.000000,1.000000
indri,103,0.840141,0.846907,0.847594,0.840141,0.846907,0.847594,0.881277,0.894361,0.896337,0.881277,0.894361,0.896337,0.828078,0.828078,0.473270,0.866667,0.800000,0.800000,1.000000,1.000000,1.000000
indri,104,0.780635,0.797083,0.797615,0.786585,0.801140,0.801046,0.805768,0.837500,0.839041,0.815405,0.842618,0.842160,0.777378,0.780281,0.153754,0.533333,0.400000,0.216667,1.000000,1.000000,1.000000
indri,105,0.305598,0.307182,0.307607,0.403194,0.404441,0.404985,0.405890,0.407550,0.408915,0.520051,0.520224,0.521918,0.248658,0.331544,0.056938,0.466667,0.300000,0.200000,0.666667,0.666667,0.666667
indri,106,0.000000,0.150299,0.167973,0.000000,0.157744,0.176238,0.000000,0.299776,0.355436,0.000000,0.312925,0.370676,0.025515,0.027152,0.064764,0.000000,0.166667,0.133333,0.000000,1.000000,1.000000
indri,107,0.421079,0.443372,0.449867,0.587821,0.603494,0.611683,0.415805,0.466316,0.487904,0.560213,0.597191,0.623043,0.412072,0.590526,0.027172,0.233333,0.216667,0.141667,0.500000,0.666667,0.666667
indri,108,1.000000,0.999077,0.999348,1.000000,0.999077,0.999349,1.000000,0.997961,0.998756,1.000000,0.997961,0.998758,0.999921,0.999921,0.292918,1.000000,0.866667,0.650000,1.000000,1.000000,1.000000
indri,109,0.161372,0.172664,0.175017,0.221607,0.229561,0.230874,0.193380,0.217388,0.224328,0.255862,0.269191,0.271543,0.157490,0.221687,0.045150,0.133333,0.133333,0.150000,0.333333,0.333333,0.333333
indri,110,0.689864,0.699556,0.713492,0.726115,0.729033,0.742950,0.715386,0.739217,0.783715,0.754726,0.763658,0.807672,0.664848,0.704625,0.055435,0.400000,0.266667,0.283333,1.000000,1.000000,1.000000
indri,111,0.735754,0.757426,0.758320,0.735754,0.757426,0.758320,0.782739,0.827529,0.830103,0.782739,0.827529,0.830103,0.696126,0.696126,0.204723,0.666667,0.766667,0.866667,1.000000,1.000000,1.000000
indri,112,0.181543,0.180358,0.213209,0.292149,0.281536,0.332239,0.207751,0.204977,0.312899,0.312806,0.290875,0.442023,0.187562,0.313832,0.024535,0.100000,0.050000,0.100000,0.500000,0.500000,0.750000
indri,113,0.902168,0.913106,0.917797,0.954133,0.955985,0.959311,0.884080,0.907663,0.923995,0.939147,0.943302,0.955585,0.905639,0.962958,0.180895,0.600000,0.500000,0.433333,1.000000,1.000000,1.000000
indri,114,0.282400,0.418778,0.418729,0.282400,0.419102,0.418945,0.274398,0.546894,0.546706,0.274398,0.547582,0.546974,0.303833,0.303900,0.072883,0.133333,0.333333,0.166667,0.333333,1.000000,1.000000
indri,115,0.564297,0.566263,0.579415,0.845039,0.824712,0.842335,0.604867,0.608050,0.644448,0.859025,0.817514,0.862282,0.550104,0.858854,0.274036,0.560000,0.420000,0.240000,0.800000,0.800000,1.000000
indri,116,0.938351,0.935848,0.941860,0.938351,0.935848,0.941860,0.938559,0.934001,0.951402,0.938559,0.934001,0.951402,0.925429,0.925429,0.081140,0.750000,0.525000,0.437500,1.000000,1.000000,1.000000
indri,117,0.584972,0.611727,0.615959,0.584972,0.611727,0.615959,0.600067,0.659510,0.673700,0.600067,0.659510,0.673700,0.553549,0.553549,0.030121,0.333333,0.333333,0.366667,1.000000,1.000000,1.000000
indri,118,0.743570,0.752806,0.764358,0.743570,0.752806,0.764363,0.761528,0.782269,0.824188,0.761528,0.782269,0.824197,0.722113,0.722113,0.196488,0.550000,0.500000,0.425000,1.000000,1.000000,1.000000
indri,119,0.205749,0.250414,0.253561,0.218299,0.262548,0.265614,0.275502,0.367210,0.376700,0.294322,0.382325,0.391220,0.170794,0.181749,0.067506,0.200000,0.300000,0.266667,0.666667,0.666667,0.666667
indri,120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
indri,121,0.837368,0.838045,0.838293,0.837368,0.838643,0.838684,0.848993,0.850178,0.850902,0.848993,0.851235,0.851321,0.841770,0.841917,0.212366,0.750000,0.625000,0.575000,1.000000,1.000000,1.000000
indri,122,0.902673,0.896782,0.900558,0.905412,0.899485,0.903273,0.875570,0.863881,0.876825,0.880242,0.868429,0.881440,0.914067,0.914960,0.200562,0.600000,0.300000,0.350000,1.000000,1.000000,1.000000
indri,123,0.490166,0.509274,0.512216,0.490166,0.509274,0.512216,0.621004,0.657220,0.665894,0.621004,0.657220,0.665894,0.437310,0.437310,0.137389,0.600000,0.533333,0.566667,1.000000,1.000000,1.000000
indri,124,0.669818,0.665447,0.679368,0.678544,0.671517,0.685250,0.648941,0.640278,0.696116,0.659895,0.645604,0.700929,0.677491,0.684739,0.092148,0.450000,0.225000,0.137500,0.750000,0.750000,1.000000
indri,125,0.748361,0.763578,0.763743,0.787686,0.795908,0.795330,0.770167,0.807780,0.808348,0.812520,0.834910,0.833149,0.739732,0.783992,0.158319,0.600000,0.566667,0.400000,1.000000,1.000000,1.000000
indri,126,0.484115,0.480955,0.483716,0.723982,0.690843,0.693000,0.474312,0.467980,0.477751,0.656852,0.600190,0.608638,0.492189,0.765632,0.108333,0.300000,0.150000,0.100000,0.500000,0.500000,0.500000
indri,127,0.399395,0.413071,0.444815,0.399395,0.414423,0.446298,0.392968,0.425569,0.548475,0.392968,0.428429,0.552255,0.387639,0.387829,0.045457,0.200000,0.200000,0.275000,0.500000,0.500000,1.000000
indri,128,0.242057,0.323571,0.363680,0.242057,0.323571,0.363683,0.219518,0.399604,0.518160,0.219518,0.399604,0.518166,0.257817,0.257817,0.051436,0.066667,0.233333,0.250000,0.333333,0.666667,1.000000
indri,129,0.350227,0.383167,0.390961,0.439905,0.470854,0.478750,0.391091,0.454168,0.478011,0.478781,0.531227,0.553659,0.328979,0.420273,0.159187,0.250000,0.200000,0.187500,0.750000,1.000000,1.000000
indri,130,0.436082,0.465783,0.476819,0.522665,0.549212,0.561128,0.508002,0.570044,0.606901,0.589981,0.640600,0.678175,0.391122,0.476148,0.074822,0.500000,0.450000,0.475000,0.750000,1.000000,1.000000
indri,131,0.242057,0.240478,0.240449,0.306905,0.299083,0.298854,0.219518,0.216588,0.216513,0.266067,0.252752,0.252222,0.250000,0.323709,0.010243,0.066667,0.033333,0.016667,0.333333,0.333333,0.333333
indri,132,0.583964,0.587667,0.594038,0.583964,0.587667,0.594038,0.660358,0.666008,0.686561,0.660358,0.666008,0.686561,0.511242,0.511242,0.040218,0.500000,0.300000,0.175000,1.000000,1.000000,1.000000
indri,133,0.579123,0.585109,0.585039,0.669699,0.672888,0.672741,0.575065,0.587359,0.587157,0.649840,0.656649,0.656245,0.580403,0.679082,0.035543,0.440000,0.440000,0.220000,0.600000,0.600000,0.600000
indri,134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
indri,135,0.242057,0.272864,0.297653,0.326975,0.358914,0.391276,0.219518,0.281752,0.376831,0.282510,0.344204,0.459546,0.255135,0.357236,0.125345,0.066667,0.133333,0.216667,0.333333,0.333333,0.666667
indri,136,0.205749,0.287428,0.289308,0.205749,0.287428,0.289308,0.275502,0.433911,0.439859,0.275502,0.433911,0.439859,0.179204,0.179204,0.019248,0.200000,0.266667,0.183333,0.666667,1.000000,1.000000
indri,137,0.590015,0.587834,0.597178,0.590015,0.588393,0.597698,0.642480,0.637979,0.668052,0.642480,0.639038,0.669006,0.580161,0.580297,0.083084,0.466667,0.266667,0.333333,1.000000,1.000000,1.000000
indri,138,0.000000,0.114513,0.114500,0.000000,0.144873,0.144770,0.000000,0.226496,0.226418,0.000000,0.269415,0.268862,0.019531,0.025740,0.021868,0.000000,0.133333,0.066667,0.000000,0.666667,0.666667
indri,139,0.242057,0.240478,0.268132,0.312500,0.307776,0.342833,0.219518,0.216588,0.319580,0.271606,0.263629,0.387896,0.250009,0.329969,0.025338,0.066667,0.033333,0.050000,0.333333,0.333333,1.000000
indri,140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
indri,141,0.405446,0.409313,0.433533,0.436009,0.435407,0.460320,0.426520,0.434383,0.517247,0.463389,0.460471,0.545351,0.395571,0.426448,0.143301,0.266667,0.200000,0.166667,0.666667,0.666667,1.000000
indri,142,0.242057,0.312621,0.329931,0.304569,0.387190,0.407740,0.219518,0.384543,0.444472,0.262688,0.446048,0.512394,0.254167,0.328464,0.043966,0.066667,0.133333,0.133333,0.333333,1.000000,1.000000
indri,143,0.363086,0.390776,0.390730,0.363086,0.390776,0.390730,0.415501,0.467817,0.467657,0.415501,0.467817,0.467657,0.380859,0.380859,0.028571,0.200000,0.150000,0.075000,1.000000,1.000000,1.000000
indri,144,0.408472,0.405806,0.415796,0.410334,0.408985,0.419077,0.400183,0.394841,0.431312,0.403395,0.400662,0.437745,0.398441,0.399221,0.017880,0.200000,0.100000,0.150000,0.500000,0.500000,0.500000
indri,145,0.682300,0.704162,0.707605,0.682300,0.704162,0.707606,0.741629,0.785764,0.796397,0.741629,0.785764,0.796399,0.651533,0.651533,0.153550,0.600000,0.600000,0.525000,1.000000,1.000000,1.000000
indri,146,0.635401,0.655111,0.660498,0.907781,0.906615,0.910985,0.624807,0.668864,0.683733,0.865207,0.868151,0.879382,0.642883,0.941217,0.253127,0.266667,0.200000,0.116667,1.000000,1.000000,1.000000
indri,147,0.738780,0.741944,0.749241,0.738780,0.741944,0.749241,0.783088,0.789814,0.810439,0.783088,0.789814,0.810439,0.700109,0.700109,0.064114,0.600000,0.466667,0.416667,1.000000,1.000000,1.000000
indri,148,0.743192,0.790706,0.792494,0.743192,0.790706,0.792498,0.738058,0.832233,0.838283,0.738058,0.832233,0.838289,0.755852,0.755853,0.167845,0.450000,0.500000,0.462500,1.000000,1.000000,1.000000
indri,149,0.494201,0.528109,0.531167,0.494201,0.528109,0.531168,0.592458,0.663048,0.671852,0.592458,0.663048,0.671852,0.414652,0.414652,0.227125,0.466667,0.600000,0.616667,1.000000,1.000000,1.000000
indri,150,0.295008,0.336078,0.348999,0.371783,0.414556,0.429310,0.303967,0.398466,0.441638,0.372019,0.466429,0.513049,0.296032,0.381459,0.048791,0.150000,0.200000,0.187500,0.500000,0.750000,1.000000
indri,151,0.964297,0.968309,0.973916,0.964297,0.968309,0.973916,0.952953,0.961891,0.978137,0.952953,0.961891,0.978137,0.970360,0.970360,0.078687,0.680000,0.440000,0.430000,1.000000,1.000000,1.000000
indri,152,0.453858,0.474872,0.506831,0.453858,0.475231,0.507111,0.433153,0.475951,0.568710,0.433153,0.476590,0.569134,0.472758,0.472842,0.110973,0.200000,0.250000,0.362500,0.500000,0.500000,0.750000
indri,153,0.325265,0.332401,0.334242,0.521528,0.507269,0.505193,0.345127,0.360462,0.365805,0.516555,0.490127,0.484902,0.317337,0.529006,0.041414,0.200000,0.150000,0.175000,0.500000,0.500000,0.500000
indri,154,0.396369,0.397540,0.397493,0.396369,0.397540,0.397493,0.473188,0.474104,0.473941,0.473188,0.474104,0.473942,0.334717,0.334717,0.016444,0.400000,0.225000,0.112500,0.750000,0.750000,0.750000
indri,155,0.660615,0.662419,0.663114,0.847896,0.835030,0.835589,0.656052,0.660199,0.662230,0.805236,0.782660,0.784272,0.664834,0.872995,0.138845,0.533333,0.433333,0.300000,0.666667,0.666667,0.666667
indri,156,0.213313,0.298607,0.303976,0.218351,0.303842,0.308637,0.216014,0.391105,0.410752,0.223484,0.399144,0.416394,0.215577,0.218832,0.057141,0.150000,0.275000,0.200000,0.250000,1.000000,1.000000
indri,157,0.078669,0.084597,0.087813,0.078669,0.084597,0.087813,0.114165,0.126177,0.136305,0.114165,0.126177,0.136305,0.053479,0.053479,0.013931,0.100000,0.075000,0.100000,0.250000,0.250000,0.250000
indri,158,0.742057,0.775212,0.782497,0.746291,0.777766,0.784764,0.737156,0.801844,0.825186,0.743748,0.804802,0.827225,0.752565,0.754565,0.203683,0.650000,0.550000,0.600000,0.750000,1.000000,1.000000
